brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url
Sika,Sikasil® SL 189,189,Sealing Bonding,Floor Joints Sealant,"{""shore 00"": ""Cured 25 days at +23 °C and 50 % R.H."", ""cured at 50  5  rh measured at 150 elongation at 23 c"": ""0.05 N/mm"", ""loss of volume"": ""< 2 %"", ""75"": ""(EN ISO 7389)"", ""10050"": ""(ASTM C719)"", ""maximum"": ""+40 °C"", ""minimum"": ""+5 °C"", ""750"": ""(ISO 37)"", ""21 days"": ""(CQP049-2)"", ""at 23 c and 50  rh"": ""60 min"", ""5 hours"": ""(EN 14187-2)"", ""packaging"": ""600 mL sausage and 857 mL cartridge. Bulk pack on request."", ""colour"": ""Dark grey"", ""composition"": ""Silicone"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""The Product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +25 °C. Always refer to the packaging.\n  Refer to the current Safety Data Sheet for information on safe handling and storage."", ""density"": ""~1.3 kg/l  (ISO 1183-1)""}","Sikasil® SL 189 is a high performance, one-part, moisture curing silicone construction sealant. The Product offers ultra-low modulus, fuel and UV resistant, elastomeric seal. The ultra-low modulus minimises the strain on the asphaltic joint face, which is necessary due to the low tensile strength of asphaltic paving materials.","Sikasil® SL 189 is a high performance, one-part, moisture curing silicone construction sealant. The Product offers ultra-low modulus, fuel and UV resistant, elastomeric seal. The ultra-low modulus minimises the strain on the asphaltic joint face, which is necessary due to the low tensile strength of asphaltic paving materials. 600 mL sausage and 857 mL cartridge. Bulk pack on request.",,https://gcc.sika.com/dam/dms/gcc/f/pds-sikasil-sl-189.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikasil-sl-189.html
Sika,SikaSeal®-450 GG,450,Sealing Bonding,Floor Joints Sealant,"{""a component"": ""~5.9 kg"", ""b component"": ""~0.5 kg"", ""initial cure time for light traffic"": ""Final cure for water immersion"", ""24 h at 23c"": ""14 days (at 23°C)"", ""joint length m per 1 l"": ""Joint width [mm]"", ""packaging"": ""Ready to mix packing  A component~5.9 kgB component~0.5 kg"", ""colour"": ""Grey"", ""shelf_life"": ""12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaSeal®-450 GG shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5°C and +30°C."", ""viscosity"": ""Thixotropic paste""}","SikaSeal®-450 GG is polysulphide based sealant possessing good resistance to deterioration due to weathering, ozone and UV light.","SikaSeal®-450 GG is polysulphide based sealant possessing good resistance to deterioration due to weathering, ozone and UV light. 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met. SikaSeal®-450 GG shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5°C and +30°C.",,https://gcc.sika.com/dam/dms/gcc/k/pds-sikaseala-450gg.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaseal-450-gg.html
Sika,Sikaflex® PRO-3 SL,3,Sealing Bonding,Floor Joints Sealant,"{""140 kgl"": ""(ISO 1183-1)"", ""045 nmm"": ""(ISO 8339)"", ""90"": ""(ISO 7389)"", ""80 nmm"": ""(ISO 34)"", ""35"": ""(ASTM C 719)"", ""35 mm  24 h 23 c  50  rh"": ""(CQP 049-2)"", ""100 min 23 c  50  rh"": ""(CQP 019-1)"", ""joint length m per 600 ml foil pack"": ""Joint width [mm]"", ""packaging"": ""600 mL foil pack, 20 foil packs per box"", ""colour"": ""Concrete grey (further colours available upon request)"", ""composition"": ""i-Cure® Technology polyurethane"", ""shelf_life"": ""Sikaflex® PRO-3 SL has a shelf life of 15 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""Sikaflex® PRO-3 SL shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.40 kg/l  (ISO 1183-1)""}","Sikaflex® PRO-3 SL is a 1-component, moisture-curing, self-leveling, elastic joint sealant with high mechanical and chemical resistance. Suitable for use in hot and tropical climatic conditions.","Sikaflex® PRO-3 SL is a 1-component, moisture-curing, self-leveling, elastic joint sealant with high mechanical and chemical resistance. Suitable for use in hot and tropical climatic conditions. Concrete grey (further colours available upon request)",,,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaflex-pro-3-sl.html
Sika,SikaSeal®-470 PG Plus,470,Sealing Bonding,Floor Joints Sealant,"{""initial cure time for light traffic"": ""Final cure for chemical attack or water immersion"", ""24 h at 25 c"": ""~14 days (at 25 °C)"", ""packaging"": ""Ready to mix 5 L packing (Comp. A + Comp. B)"", ""colour"": ""Pourable liquid available in black or grey colour"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""SikaSeal®-470 PG Plus shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.60 kg/l (at 25 °C)""}","SikaSeal®-470 PG Plus is a high grade, chemically curing, two component polysulphide based sealant that forms a tough, flexible, durable, rubber like material which adheres to most common construction surfaces and provides fully weatherproof seal in joints subject to a high degree of deformation or continuous cyclic movement.","SikaSeal®-470 PG Plus is a high grade, chemically curing, two component polysulphide based sealant that forms a tough, flexible, durable, rubber like material which adheres to most common construction surfaces and provides fully weatherproof seal in joints subject to a high degree of deformation or continuous cyclic movement. SikaSeal®-470 PG Plus shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C.",,https://gcc.sika.com/dam/dms/gcc/f/pds-sikaseal-470pgplus.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaseal-470-pgplus.html
Sika,Sikaflex®-2c SL,2C,Sealing Bonding,Floor Joints Sealant,"{""peel strength concrete"": ""Adhesion loss"", ""joint length m"": ""Joint width (mm)"", ""packaging"": ""5.7 L unit and 11.4 L units (1.5 and 3 US gal. units) \n  Color-pak is purchased separately. \n  Limestone Gray color available pre-pigmented."", ""colour"": ""A wide range of architectural colors are available. \n  Special colors available on request."", ""shelf_life"": ""12 months in original, unopened containers."", ""storage_conditions"": ""Store dry at 5–35 °C Condition material to 18–24 °C before using.""}","Sikaflex®-2c SL is a 2-component, premium-grade, polyurethane-based, elastomeric sealant. It is principally a chemical cure in a self-leveling consistency.","Sikaflex®-2c SL is a 2-component, premium-grade, polyurethane-based, elastomeric sealant. It is principally a chemical cure in a self-leveling consistency. 5.7 L unit and 11.4 L units (1.5 and 3 US gal. units) A wide range of architectural colors are available.",,https://gcc.sika.com/dam/dms/gcc/h/pds-sikaflex-2csl.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaflex-2c-sl.html
Sika,SikaSeal®-470 GG Plus,470,Sealing Bonding,Floor Joints Sealant,"{""initial cure time for light traffic"": ""Final cure for chemical attack or water immersion"", ""24 h at 25 c"": ""~14 days (at 25 °C)"", ""packaging"": ""Ready to mix 4 L packing (Comp. A + Comp. B)"", ""colour"": ""Thixotropic paste available in black or grey colour"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""SikaSeal®-470 GG Plus shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.60 kg/l (at 25 °C)""}","SikaSeal®-470 GG Plus is a high grade, chemically curing, two component polysulphide based sealant that forms a tough, flexible, durable, rubber like material which adheres to most common construction surfaces and provides weatherproof seal in joints subject to a high degree of deformation or continuous cyclic movement.","SikaSeal®-470 GG Plus is a high grade, chemically curing, two component polysulphide based sealant that forms a tough, flexible, durable, rubber like material which adheres to most common construction surfaces and provides weatherproof seal in joints subject to a high degree of deformation or continuous cyclic movement. Thixotropic paste available in black or grey colour SikaSeal®-470 GG Plus shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C.",,https://gcc.sika.com/dam/dms/gcc/t/pds-sikaseal-470ggplus.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaseal-470-ggplus.html
Sika,SikaSeal®-490 SL,490,Sealing Bonding,Floor Joints Sealant,"{""5 l kit"": ""18 L kit"", ""159 gcm³ mixed"": ""(ASTM D 1475)"", ""18 nmm"": ""~1.1 N/mm"", ""pedestrian walking"": ""Vehicle movement"", ""12 - 16 h"": ""24 h"", ""joint length m per 1 l"": ""Joint width (mm)"", ""packaging"": ""5 L kit 18 L kit"", ""colour"": ""Dark grey"", ""shelf_life"": ""SikaSeal®-490 SL has a shelf life of 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaSeal®-490 SL shall be stored in dry conditons, where it is protected from direct sunlight and at temperatures between +5°C and +25°C."", ""density"": ""1.59 g/cm³ (mixed)(ASTM D 1475)""}","SikaSeal®-490 SL is a high performance, two-component specially engineered sealant, based on hybrid polymer chemistry. It has excellent hydrolytic, jet fuel and UV resistant properties.","SikaSeal®-490 SL is a high performance, two-component specially engineered sealant, based on hybrid polymer chemistry. It has excellent hydrolytic, jet fuel and UV resistant properties. SikaSeal®-490 SL has a shelf life of 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met. SikaSeal®-490 SL shall be stored in dry conditons, where it is protected from direct sunlight and at temperatures between +5°C and +25°C.",,https://gcc.sika.com/dam/dms/gcc/m/pds-sikaseal-490sl.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaseal-490-sl.html
Sika,Sikasil®-728 SL,728,Sealing Bonding,Floor Joints Sealant,"{""40 shore oo 21 d"": ""(ASTM C 661, ASTM D 2240, ISO 868)"", ""0 no cracks"": ""(ASTM C 793)"", ""35 mmd"": ""(CQP 049-2)"", ""packaging"": ""858 mL cartridge, 12 cartridges per box \n  600 mL foil pack, 20 foil packs per box \n  17 L pail \n  197 L drum"", ""colour"": ""Limestone"", ""composition"": ""Neutral cure silicone"", ""shelf_life"": ""Sikasil®-728 SL has a shelf life of 12 months from the date of production, if it is stored properly in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""Sikasil®-728 SL shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.25 kg/l  (ISO 1183-1)""}","Sikasil®-728 SL is a self-leveling, 1-component, ultra-low modulus, elastomeric, neutral cure silicone sealant. Suitable for use in hot and tropical climatic conditions.","Sikasil®-728 SL is a self-leveling, 1-component, ultra-low modulus, elastomeric, neutral cure silicone sealant. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikasil-728-sl.html
Sika,Sikasil®-670 Fire,670,Sealing Bonding,Floor Joints Sealant,"{""030 nmm"": ""(ISO 8339)"", ""70"": ""(ISO 7389)"", ""40 nmm"": ""(ISO 34)"", ""35"": ""(ASTM C 719)"", ""25"": ""(ISO 9047)"", ""2 mm 20 mm profile 50 c"": ""(ISO 7390)"", ""2 mm24 h 23 c  50  rh"": ""(CQP 049-2)"", ""25 min 23 c  50  rh"": ""(CQP 019-1)"", ""packaging"": ""600 mL foil pack, 12 foil packs per box 300 mL cartridge, 12 cartridges per box"", ""colour"": ""White, grey, black"", ""composition"": ""Neutral cure silicone"", ""shelf_life"": ""Sikasil®-670 Fire has a shelf life of 10 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""Sikasil®-670 Fire shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.35 kg/l  (ISO 1183-1)""}","Sikasil®-670 Fire is a fire rated, silicone based, 1-component, UV-stable, moisture-curing, low-modulus elastic joint sealant. Suitable for use in hot and tropical climatic conditions.","Sikasil®-670 Fire is a fire rated, silicone based, 1-component, UV-stable, moisture-curing, low-modulus elastic joint sealant. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikasil-670-fire.html
Sika,SikaWall® FL 100,100,Refurbishment,Wall Facade System,"{""binders"": ""Fillers"", ""styrene acrylate"": ""Fine precisely graded fillers"", ""packaging"": ""25 kg units"", ""colour"": ""White"", ""composition"": ""BindersFillersStyrene acrylateFine precisely graded fillers"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +25°C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.70 kg/l (at 25°C)""}","SikaWall® FL 100 is a ready to use filler for use on all common building surfaces. It gives a high quality, even surface for painting.","SikaWall® FL 100 is a ready to use filler for use on all common building surfaces. It gives a high quality, even surface for painting. Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +25°C. Protect from direct sunlight, heat and moisture.",,https://gcc.sika.com/dam/dms/gcc/j/pds-sikawall-fl-100.pdf,,,https://gcc.sika.com/en/construction/refurbishment/wall-facade-system/sikawall-fl-100.html
Sika,Sikagard®-1816,1816,Refurbishment,Concrete Protection,"{""packaging"": ""10 L unit (Part A + Part B) \n  Part A - Pigmented base \n  Part B - Hardener"", ""colour"": ""High gloss, heavy bodied, ultra dense surface.Standard colors are window grey and black."", ""composition"": ""Epoxy polysulfide resin"", ""shelf_life"": ""6 months from production date"", ""storage_conditions"": ""Sikagard®-1816 shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.23 kg/l (mixed, at 25 °C)""}","Sikagard®-1816 is a protective, flexible, high build epoxy polysulfide resin coating, specifically developed for applications in areas where contact with potable water storage tanks or foodstuffs is envisaged.","Sikagard®-1816 is a protective, flexible, high build epoxy polysulfide resin coating, specifically developed for applications in areas where contact with potable water storage tanks or foodstuffs is envisaged.",,https://gcc.sika.com/dam/dms/gcc/2/pds-sikagard-1816.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-protection/sikagard-1816.html
